character,user,makise
Rintaro,...Give me a little time.,"Gonna make me wait again? Well, I’ve been pulling all-nighters recently, so whatever. Just don’t do anything stupid, okay?"
Rintaro,Tennouji’s wife might be FB.,... I thought I asked you to keep me posted.
Rintaro,I’ve been busy.,Busy. Right.
Rintaro,Were you worried about me?,O-of course not! Why should I care what you’re up to? It’s just... Mayuri was really worried. I don’t want to see her sad.
Rintaro,I’m doing this to save Mayuri. I’m close to discovering our true enemy.,Our enemy? But... Isn’t she our enemy?
Rintaro,"She is an enemy, but we’re cooperating in order to uncover the truth.",Isn’t she the one who... killed Mayuri?
Rintaro,...Yes.,Whatever. So where are you going now? Take me with you.
Rintaro,"Have you gone mad, assistant mine?","I’m perfectly sane, and I’m not your assistant."
Rintaro,It could be dangerous.,Eh... Do I die today?
Rintaro,No. You don’t die.,Then there’s no problem. This worldline has essentially guaranteed my survival.
Rintaro,... You fool... You left your daughter all alone! How could you die with a smile!? ...She’s gone? ...His phone.,...So the manager was FB.
Rintaro,...Yeah. You’re right. Do you think Daru’s still in the lab?,"I’ll try calling. He said he’ll be there in five minutes. By the way, something weird happened back there. While I was waiting outside, I heard a gunshot. And right after that... I saw her."
Rintaro,Her... who?,Nae-chan. She ran out the back door. When I called her to stop... our eyes met.
Nae,Aha! Ahaha! Ahahaha!,No way...
Rintaro,Wh-what the hell was that? A demon? Was she possessed? W-what about Moeka!?,"Calm down! Check on Kiryu-san! I’ll call an ambulance. No, wait! Before that... Maybe you should just send the D-Mail."
Rintaro,"Yeah... Hey, Christina. When I send the D-Mail and change divergence, do you think Moeka’s fate will change?",Based on the attractor field model you spoke of... She’ll be more likely to live if divergence exceeds 1%. ...Sorry. I wish I knew what to say.
Nae,"I won’t forgive you, until I kill you with my own hands.",...Okabe?
Rintaro,Wasn’t there something strange about that girl?,That girl... you mean Nae-chan? ...She was like a different person.
Rintaro,"What did she mean, she’ll kill me in fifteen years?","Don’t worry about it, Okabe. Send the D-Mail right now. That’ll solve everything."
Rintaro,... I can’t pretend I didn’t see that. I’m time leaping. Back to the lab.,Our enemy? But... Isn’t she our enemy?
Rintaro,"...It’s about 7 AM, right?","Huh? Well, yeah, but where did that question come from? ...! There really was a gunshot..."
Rintaro,Hahaha...,Okabe! What happened!? Are you okay!?
Rintaro,The phone...,"I brought it, but... Hey, tell me what happened, will you!? Should I call an ambulance!?"
Rintaro,Calm down... I’m gonna send the D-Mail now.,"R-right. If the worldline changes, then this wound will go away."
Rintaro,Hey... why do you think Tennouji didn’t kill Moeka?,What do you mean?
Rintaro,Have you been to Kiryu Moeka’s apartment?,...Huh? Moeka-san’s apartment? Never.
Rintaro,"Oh, okay.",Why do you ask?
Rintaro,It doesn’t matter. Just wondering. It’s here! Daru! Daru! Where’s my super hacka!?,"Uh, he’s not here. He went to ComiMa, remember?"
Itaru,...Have you been drinking too much soda?,"Let me sleep, for crying out loud. I was up all night."
Itaru,Hell no.,Will you guys shut up? You’re giving me a headache.
Rintaro,"Hear me, lab mems! Our long struggle has at last reached its climax! Ragnarok is at hand! Now we must deliver the decisive blow. With the power of the IBN 5100, we shall crack SERN’s most secure database and destroy it from the inside! Through the cowardly apparatus known as Echelon, the enemy has acquired precious intelligence on our activities. Now they plot to steal our sacred time machine, upon which rest the hopes and dreams of all mankind! Beneath its scholarly trappings, SERN is a hive of scum and villainy, of men who would sacrifice innocent souls in their quest to rule all space and time. But now we are poised to crush them with the Hammer of Justice! And when we do, they will know once and for all by whose hand the wheel of fate truly turns! ”When the sun sets upon the battlefield, the foul System that rules the world will crumble! And from the flames, a new age will rise! An age of glorious, unfettered Chaos!”",Argh! Shut up! What are you talking about!?
Itaru,Nobody can know the darkness in Okarin’s heart...,"First, get your character straight! What kind of mad scientist talks about the Hammer of Justice?"
Rintaro,To crack SERN! Weren’t you listening?,"Uh, I don’t think that’s a good idea."
Rintaro,When did you become a goody two shoes? Where’s your ambition!?,Are you trying to get us arrested?
Rintaro,That’s not the problem! It’s taken me so long -- so long -- just to reach this point! This is my chance to escape the Alpha worldline and save Mayuri. I won’t let anyone get in my way. Anyone!,Okabe...
Itaru,"I-it’s not like I’m cracking for you or anything, okay!?",Oh god...
Rintaro,"It’s true. All of it. To prevent Mayuri’s death... We need to escape from the Alpha worldline. And I think we can do that by canceling all of our changes to the timeline so far. That should return us to the Beta worldline, the worldline that existed before I sent that first D-Mail. There’s just one more step. We need to erase the first D-Mail from SERN’s database.",Fascinating.
Itaru,"You believe him, Makise-shi?","In theory. I’d like to see objective data, but that’s obviously impossible."
Rintaro,Relax. Your Time Leap Machine worked perfectly.,"O-of course it did. Besides, we were already planning to crack SERN’s database, weren’t we? Fine. Let’s see what’s in there. If the mail data exists, then it’s proof that what you said is true."
Itaru,"So what you’re saying is, ’don’t think, feel.’ Got it.","Uh, you lost me."
Rintaro,Alright.,So the first D-Mail started everything... Was that the one you showed me at ATF? The one that said I died or something.
Rintaro,"Right. I found you dead at Radi-Kan and sent Daru an email. Daru happened to be experimenting on the PhoneWave (name subject to change) at the time, so the discharge phenomenon occurred and the mail... was... ...!",What?
Rintaro,"Wha...t? Mayuri... You can’t see the stars from here... How could this happen? What do you mean, you were finally useful? Tell me, Mayuri...",There you are. What are you doing here?
Rintaro,...Nothing. How did you know I was here?,You said you wanted to be alone. I ran the numbers and concluded that I had the greatest probability of finding you here.
Rintaro,Then leave me alone. You don’t have to look for me. I’m not a lost little boy.,"H-hey! Is that how you treat someone who’s worried about you? N-not that I’m worried about you or anything! I was going to leave you alone at first. But you’ve been acting weird the last couple days. I mean, you’re always weird, but more than usual."
Rintaro,Nothing...,Then why did you cancel the cracking of SERN?
Rintaro,You’re the one who said we shouldn’t.,"Oh, so you’re afraid of triggering arrest flags. I get it."
Rintaro,You should praise me for obeying the law for a change.,"That’s not like you at all. What happened to your ego? What happened to the insane mad scientist, Hououin Kyo--"
Rintaro,To hell with my ego!,...!
Rintaro,"This time, it’s not that simple. I have to choose which friend to let die. It would be so much easier if I knew what was right.",...Which friend to let die? What are you talking about?
Rintaro,"I’m just a student, Christina. You know? The insane mad scientist Hououin Kyouma? That’s just a fantasy. A character I made up. I bet you had no idea.",Uh... I may have figured that out when we first met.
Rintaro,When we first met...,"Tell me, Okabe. What do you mean?"
Rintaro,...Do I have to tell you?,You’ve never hesitated to ask me for help before. Don’t hold back now.
Rintaro,...Then prepare yourself. What I’m about to tell you is the absolute truth. And it could also be... your death sentence.,...eh?
Rintaro,"Remember what I told you before? When we delete the D-Mail from SERN’s database, we’ll reach the Beta worldline, where Mayuri doesn’t die.","And where SERN doesn’t take over the world, right. Everyone lives. Everyone is free. You made it sound perfect."
Rintaro,"And according to the attractor field model, nothing can prevent that from happening. If I want to save Mayuri, I have no choice... but to let you die!","... Hey, Okabe. How credible do you find this attractor field model?"
